~id,product_item:String,product_line:String,product_desc:String,~label
GV80511-2,49010,PT,EnV FLEX TRS Low pH (50x) (Dako Omnis),product
SK31090-2,13010,PT,ER/PR pharmDx Kit (Link),product
125-1035E,2000,JW,"5inch cage DB-1 30m,.53mm,5.0u",product
125-5032E,1000,JW,"5in cage, DB-5 30m, 0.53mm, 1.50",product
5067-4626,1000,UF,High Sensitivity DNA Kit,product
G2938-68000,1010,UF,High Sensitivity DNA 10 Chips,product
G2938-68706,1020,UF,Syringe Kit,product
G2938-85004,1030,UF,High Sensitivity DNA Reagent I,product
G2938-90322,1050,UF,2100 High sensitiv DNA Quick Guide ENG,product
G2938-90402,1040,UF,2100 MSDS Link Tech Note ENG,product
9499315,1000,9H,DS102 1PH ROTARY VANE PUMP,product
9499397,2000,9H,DS POWER CABLE USA,product
5067-1560,1000,8P,Support Seal Assembly NO Wash,product
5063-6586,2000,AA,Sapphire Piston,product
5063-6589,3000,AA,Plunger seal for 1100/1200 and 1050 2/PK,product
G1329-87017,1000,AA,Seat assy 0.17mm ID Standard Autosampler,product
G2421-60001,1000,AA,ESI Tuning Mix,product
6810010000,1000,58,"Filter Argon ICP-OES Vista, 700 Series",product
1500-0675,1000,8P,"BELT, GEAR",product
5188-8820,1000,AA,"Trap, VOCARB 3000, Stratum and Atomx P+T",product
G9611C,1000,GE,"SureSelect XT Reagent kit, HSQ, 480",product
5190-4457,1010,GE,"SSEL ILM. Indexing, -20 Hyb Kit,480Rxn",product
G2938-90402,2050,UF,2100 MSDS Link Tech Note ENG,product
G2938-80022,2030,UF,Reagents DNA 12000,product
G2938-68706,2020,UF,Syringe Kit,product
5067-1522,2010,UF,DNA-25-Chips,product
G2938-90025,2040,UF,DNA 7500 and DNA 12000 Kit Quick Guide,product
5067-1508,2000,UF,DNA 12000 kit,product
5500-0133,1020,GE,"SureSelectXT Library Prep Kit, 96 Rxn",product
5190-8646,1030,GE,"SureSelect Target Enrichment Box 1,96Rxn",product
C022201-1,5000,RP,"Rb a Hu Kappa Light Chain/APC, Rb F(ab)",product
5181-8830,1000,58,"Column nut, universal   2/PK",product
0905-1014,2000,8P,"O-Ring, 2-010, Fluorocarbon, Brown",product
5181-3323,3000,58,"Ferrule, 0.4mm VG 0.1-0.25 col 10/PK",product
H1141H,2060,74,Installation (44K),product
G3950-68003,2010,AZ,9000 GC MS Ship Kit,product
UP_FRONT_SERVICE_H,2050,74,Up Front Support Services for Hardware,product
19091S-433UI-INT,2040,AZ,"HP-5MS UI 30m, 0.25mm, 0.25um,Intuvo",product
CP17995,2020,AZ,Intuvo Gas Clean Filter Kit,product
G4590-60150,2030,AZ,GC MS Accessory Parts,product
H1142H,2070,74,Familiarization at Installation (44L),product
H1142H,1120,74,Familiarization at Installation (44L),product
H1141H,1110,74,Installation (44K),product
UP_FRONT_SERVICE_H,1100,74,Up Front Support Services for Hardware,product
G7394A,2000,AZ,MS Detector Interface Accessory,product
8121-2830,1090,AZ,Cable-Assembly Power Cord 16AWG 3-Conduc,product
CP17995,1040,AZ,Intuvo Gas Clean Filter Kit,product
G3952A,1000,AZ,Agilent Intuvo 9000 GC for MS -SSL Inlet,product
G4580-60961,1010,AZ,"9000GC with SSL opt.114, no detector, US",product
G3950-68000,1020,AZ,9000 GC System Ship Kit,product
G3962-68000,1030,AZ,9000 SSL Inlet Accessory Ship Kit,product
G3950-68003,1080,AZ,9000 GC MS Ship Kit,product
19091S-433UI-INT,1050,AZ,"HP-5MS UI 30m, 0.25mm, 0.25um,Intuvo",product
G4600-64006,1060,AZ,GC And GC/MS User Manuals and Tools,product
G4580-60515,1070,AZ,G4514A Support Kit,product
G1312-87303,1000,AA,"SST Capillary 400x0.17 mm, m/m, ps/ps",product
5067-5580,5000,UF,High Sens. RNA ScreenTape Sample Buffer,product
5067-5581,6000,UF,High Sensitivity RNA ScreenTape Ladder,product
5067-5366,7000,UF,Genomic DNA Reagents,product
5067-5576,1000,UF,RNA ScreenTape,product
5067-5578,4000,UF,RNA ScreenTape Ladder,product
5067-5579,2000,UF,High Sensitivity RNA ScreenTape,product
5067-5577,3000,UF,RNA ScreenTape Sample Buffer,product
5182-0723,2000,58,"Caps, screw type, color blue,  100/PK",product
5182-0716,1000,58,"Vial,screw,2ml,ambr,WrtOn,cert,100PK",product
G2938-68000,1010,UF,High Sensitivity DNA 10 Chips,product
5067-4626,1000,UF,High Sensitivity DNA Kit,product
G2938-90322,1050,UF,2100 High sensitiv DNA Quick Guide ENG,product
G2938-90402,1040,UF,2100 MSDS Link Tech Note ENG,product
G2938-68706,1020,UF,Syringe Kit,product
G2938-85004,1030,UF,High Sensitivity DNA Reagent I,product
G1316-87300,3000,AA,"Capillary, 0.17x90mm 1/16 in male/male",product
G1367-87304,5000,AA,"SST Capillary 250x 0.17mm,m/m,ps/ps",product
G1313-87305,4000,AA,"Capillary, 0.17x180mm 1/16 in male/male",product
5183-4620,2000,58,Column cutter w/rotating Diamond Blade,product
430-1020,1000,58,"Magnifier, 20X",product
500-2114,1000,58,"Ferrule, 0.4mm G 0.05-0.25 col 10/PK",product
G1820-65025,2000,AA,"O-Ring for sampling cone, Viton, 1/pk",product
CP17973,1000,58,Gas Clean Filter Carrier Gas,product
8120-6903,1000,8P,Cable-Assembly Power-cord 3-Conductor 4.,product
R1978A,1000,74,Agilent Q-TOF LC/MS Operation/Large Mole,product
5080-8773,1000,58,"Ferrule, 1.0mm Graphite 0.53 col 10/PK",product
5023-0271,1000,58,"Frit for 1290 Inline Filter, 0.3um, 5/pk",product
G1946-85020,1000,AA,Kit d'étalonnage capteur de volume mort,product
5188-5367,1000,AA,Gold Plated Inlet Seal with Washer,product
9499432M001,1020,9H,MD-1 Diaphragm pump,product
9699309,1030,9H,INLET SCREEN DN 40,product
9699290,1040,9H,"Small TMP Air cooling kit (0,5 m cable)",product
SR03741794,1050,9H,TPS Platform Kit - Medium,product
X3508-64001,1060,9H,TwisTorr 84FS AG Rack c/u RS232/485,product
X3502-64001,1010,9H,TwisTorr 84FS KF40,product
KC40SV,3000,9H,"SEAL,CNTR RING,NW40,SST,VITON",product
KQ40AWP,2000,9H,"CLAMP,QUICK,WING NUT,NW40,PLAIN",product
X1699-64030,1000,9H,TPS-flexy 84FS KF40 MD1 120-240V Gauge,product
5067-4626,1000,UF,High Sensitivity DNA Kit,product
G2938-68000,1010,UF,High Sensitivity DNA 10 Chips,product
G2938-68706,1020,UF,Syringe Kit,product
G2938-85004,1030,UF,High Sensitivity DNA Reagent I,product
G2938-90402,1040,UF,2100 MSDS Link Tech Note ENG,product
G2938-90322,1050,UF,2100 High sensitiv DNA Quick Guide ENG,product
01018-22707,3000,AA,PTFE Frits 5PK,product
5183-4757,2000,58,Septa Non-Stick BTO Inlet 11mm 50 pk,product
500-2114,1000,58,"Ferrule, 0.4mm G 0.05-0.25 col 10/PK",product
5067-4728,4000,AA,Seal Cap Assembly,product
H1142H,4080,74,Familiarization at Installation (44L),product
G1364F,5000,29,1260 Infinity II Analytical FC,product
G1364-64063,5010,29,1260 Fraction Collector Analytical Scale,product
5190-8223,5020,29,Agilent Delay And Checkout Calibrant,product
G1364-68603,5030,29,Tubing Kit 4-8ml-min ID0.5,product
G1364-68601,5040,29,Tubing Kit 1ml-min ID 0.15,product
G4800-64600,1080,29,InfinityLab LC Series User Documentation,product
8120-1378,5050,29,Cable Assembly-Power Cord 18AWG 2.3m-LG,product
UP_FRONT_SERVICE_H,5060,74,Up Front Support Services for Hardware,product
H1141H,5070,74,Installation (44K),product
H1142H,5080,74,Familiarization at Installation (44L),product
0101-1243,8000,58,"Sample loop, SS, 5ml (7725)",product
G1364-84525,9000,AA,"Tray holding 126Tubes, 16x100mm,14ml",product
G7129-60110,11000,AA,Drawer for 18 x 6 ml Vials,product
883975-202,12000,BC,"Zorbax SB-C18, 5um, 9.4 x 150 mm",product
695975-902T,1070,29,"Poroshell 120 EC-C18,4.6x 100mm,2.7um,T",product
9301-6526,1060,29,"Solvent bottle amber, 1000ml",product
9301-6524,1050,29,"Solvent bottle clear, 1000ml",product
G7120-68708,1040,29,InfinityLab System Tool kit,product
G7120-60007,1030,29,Bottle Head Assembly,product
5067-5760,1020,29,Solvent cabinet Infinity II,product
G7111-64065,1010,29,1260 Quat Pump 600bar Inf II AIV ASW,product
G7111B,1000,29,1260 Infinity II Quaternary Pump,product
H1141H,4070,74,Installation (44K),product
G7129A,2000,29,1260 Infinity II Vialsampler,product
G7129-64000,2010,29,1260 Infinity II Vialsampler,product
G7130-60060,2020,29,Integrated Column Compartment 6ul-Heater,product
G7129-60010,2030,29,Drawer for 66 x 2 ml Vials,product
G7167-60101,2040,29,InfinityLab Sample Thermostat,product
G4800-64600,2050,29,InfinityLab LC Series User Documentation,product
G7167-68711,2060,29,Multidraw Kit Infinity II,product
M8500-64001,2070,29,Agilent Instrument Driver for LC - QTY1,product
H1142H,1150,74,Familiarization at Installation (44L),product
8120-1378,2080,29,Cable Assembly-Power Cord 18AWG 2.3m-LG,product
H1141H,1140,74,Installation (44K),product
UP_FRONT_SERVICE_H,2090,74,Up Front Support Services for Hardware,product
H1141H,2100,74,Installation (44K),product
H1142H,2110,74,Familiarization at Installation (44L),product
UP_FRONT_SERVICE_H,1130,74,Up Front Support Services for Hardware,product
8120-1378,1120,29,Cable Assembly-Power Cord 18AWG 2.3m-LG,product
G7111-90300,1110,29,Infinity II Iso- Quat- System Manual ENG,product
G4279-64000,1100,29,Instrument Control Framework (ICF),product
G1328C,3000,29,1260 Infinity II Manual Injector,product
G7117-64020,4010,29,1260 Infinity II DAD HS,product
5023-0202,4020,29,Patch Cable Shielded 7M,product
G1328-64050,3010,29,1260 Manual Injector 600bar,product
01200-90174,3020,29,Existing Agilent CDS License Doc,product
UP_FRONT_SERVICE_H,3030,74,Up Front Support Services for Hardware,product
H1141H,3040,74,Installation (44K),product
M8555-64010,1090,29,Agilent Lab Advisor Basic Software,product
G7117C,4000,29,1260 Infinity II Diode Array Detector HS,product
5023-0203,4030,29,Patch Cable Crossover Shielded 3M,product
G4212-60008,4040,29,Max-Light Cartridge Cell 10mm,product
8120-1378,4050,29,Cable Assembly-Power Cord 18AWG 2.3m-LG,product
UP_FRONT_SERVICE_H,4060,74,Up Front Support Services for Hardware,product
750500,1000,SR,Quantitative PCR Hmn Reference Total RNA,product
PTSS0600TS,1000,9H,TS600 TIP SEAL KIT,product
G3430-60101,3000,8P,LE Logic PCA,product
2989850000,1000,8P,"TWEEZER, SOLID PTFE (PFPD)",product
G3170-67600,2000,8P,TMH Power Assembly Upgrade Kit,product
5062-8517,5000,58,"Frit adapter, 3mm  4/PK",product
0100-1852,4000,58,Isolation seal for 0101-0920/1 valves,product
0100-1851,3000,58,Stator face assy for 0101-0921 valve,product
0100-1853,2000,58,"Rotor seal (Vespel, 400 bar, 2 grooves)",product
3160-1017,1000,8P,"Fan, Bin Pump",product
FE0075,2000,9H,"ELBOW,90 DEG, 3/4in, 1.33in CF,CHM CLEAN",product
KS400150050SW,1000,9H,"FLG,KF,WELD SOCKET,NW40,1.5in TUBE,.50 L",product
880995-902,1000,BC,300SB-C18 Analytical HPLC Col 4.6 x 250,product
IS06030-2,1000,PT,"FLEX Mono RxH AMACR, cl 13H4, RTU AS/AS",product
5181-3354,2000,58,"Syringe, 10ul 23/26 ga, GT, FN, Taper",product
6040-0834,1000,58,"Agilent Vacuum Fluid 45 Gold, 1 Liter",product
PL2080-0200,1000,BC,EasiVial PEG/PEO 4 ml,product
5188-5365,2000,58,"Liner O-Ring, Non-Stick 10PK",product
G7005-60061,1000,AA,"Filament,high temperature EI for GCMS",product
DL200WE,89003,PT,"DAKO LINK CASS, TISSUE PROCESSING, WHIT",product
G1314FR,1000,RB,Agilent Cert. Pre-owned 1260 Var. WD,product
5023-0203,1010,RB,Patch Cable Crossover Shielded 3M,product
H1142H,1110,74,Familiarization at Installation (44L),product
H1141H,1100,74,Installation (44K),product
UP_FRONT_SERVICE_H,1090,74,Up Front Support Services for Hardware,product
8120-1378,1080,RB,Cable Assembly-Power Cord 18AWG 2.3m-LG,product
G1314-68755,1070,RB,Accessory Kit,product
G4800-64500,1060,RB,Agilent LC Hardware Documentation Media,product
G1314-60186,1050,RB,"Standard flow cell VWD,10mm 14ul,RFID",product
5062-8522,1040,RB,Inlet tubing assembly,product
G1314-89052,1030,RB,"1260 VWD, 20Hz Refurbished",product
01046-60105,1020,RB,"Cable, Universal Data",product
5067-5588,1000,UF,D5000 ScreenTape,product
5067-5583,4000,UF,D1000 Reagents,product
5067-5589,2000,UF,D5000 Reagents,product
5067-5593,3000,UF,High Sensitivity D5000 Reagents,product
CP17972,6000,58,Gas Clean Filter Hydrocarbon,product
5190-9062,2000,58,"Vial, clr scrw 2ml 100cs 100pk",product
CP7986,1000,58,"Male Connector, 1/4 in with dust filter",product
5190-9067,3000,58,"Cap,9mm blu scrw bnd,prslt PTFE/S,1000PK",product
CP17971,4000,58,Gas Clean Filter Moisture,product
CP17970,5000,58,Gas Clean Filter Oxygen,product
9301-0713,7000,58,"Syringe 10ul straight, FN 23/42/HP",product
959963-902,8000,BC,"Eclipse Plus C18,4.6 x 150mm, 3.5um",product
G6691A,1000,58,ADM Flow Meter,product
G6691-60006,1010,58,"Flowmeter, Complete",product
5188-6495,1000,AA,"Split vent trap PM kit,single cartridge",product
5065-9940,1010,UF,Pre-packed Tubes for RNA-Assays,product
G2938-80023,1020,UF,Reagents RNA Nano,product
G2938-80038,1030,UF,RNA 6000 Nano ladder,product
G2938-90402,1040,UF,2100 MSDS Link Tech Note ENG,product
G2938-90037,1050,UF,Quick Guide RNA 6000 Nano Kit,product
5067-1512,1000,UF,Réactifs RNA 6000 Nano,product
959963-902,1000,BC,"Eclipse Plus C18,4.6 x 150mm, 3.5um",product
G1313-68713,2000,AA,Arm Spare Kit,product
0905-1420,1000,AA,PE-Pump Seal  2/PK,product
12162052B,1000,9P,"Bond Elut JR-Sodium sulf, 1.4gm, 100/PK",product
G1680-63540,9030,LI,21.5 inch Widescreen LCD Monitor,product
M8413-64001,9020,LI,OpenLAB CDS Workstation SW AuthCode Qty1,product
M8490-64000,9010,LI,OpenLAB CDS USB Media,product
G1680-63720,9040,LI,USB 2.0 Cable (10 ft.),product
M8414AA,9000,LI,OpenLAB CDS Workstation PC Bundle,product
959990-902,7000,BC,"Eclipse Plus C18, 4.6x250mm,5um",product
UP_FRONT_SERVICE_H,1140,74,Up Front Support Services for Hardware,product
M8500-64001,2060,29,Agilent Instrument Driver for LC - QTY1,product
G7116-68073,3050,29,Column ID Upgrade Kit 1260 MCT,product
G2255-68700,13000,58,"Vial plate for 54x2ml vials, 6/pk",product
R26N091,11020,74,CrossLab Qualification IQ,product
G4800-64600,2030,29,InfinityLab LC Series User Documentation,product
G4220-60007,2040,29,Bottle Head Assembly,product
M8555-64010,1100,29,Agilent Lab Advisor Basic Software,product
R26J091,11010,74,CrossLab Qualification OQ,product
G4800-64600,1090,29,InfinityLab LC Series User Documentation,product
H2620A,14000,74,Custom Onsite Education,product
SYS-SW-OLAB-E,11000,74,OpenLAB CDS WorkStation,product
H1149H,1170,74,Support Funding,product
G7116-68755,3040,29,Accessory Kit 1260 MCT,product
8121-1809,1130,29,"Power Cord, Brazil, C13, 250V Max",product
H1142H,1160,74,Familiarization at Installation (44L),product
G4279-64000,1110,29,Instrument Control Framework (ICF),product
5182-0867,6000,58,Conjunto de frascos com tampas,product
5185-5863,5000,58,"Blue screw cap,PTFE/sil septa,500pk",product
H1149H,4100,74,Support Funding,product
H1147H,9110,74,1 Year SW Update/Phone Assist     (44W),product
G4212-60007,4050,29,Max-Light Cartridge Cell 60mm,product
G4212-60008,4055,29,Max-Light Cartridge Cell 10mm,product
H1149H,9120,74,Support Funding,product
H1142H,4090,74,Familiarization at Installation (44L),product
79925OD-564-3,8000,BC,Coluna cromatográfica lichrospher,product
H1141H,4080,74,Installation (44K),product
5022-6502,2010,29,Vial Rack,product
8121-1809,4060,29,"Power Cord, Brazil, C13, 250V Max",product
G7117C,4000,29,1260 Infinity II Diode Array Detector HS,product
G7116-68003,3030,29,Column Holder Lamella 2/PK for Inf. II,product
G7116-64002,3010,29,1260 Infinity II MCT with valve drive,product
G7167A,2000,29,1260 Infinity II Multisampler,product
9301-6524,2050,29,"Solvent bottle clear, 1000ml",product
UP_FRONT_SERVICE_H,9080,74,Up Front Support Services for Hardware,product
G1680-63ABA,9050,LI,English Keyboard,product
R26N091,10020,74,CrossLab Qualification IQ,product
G4800-64600,4040,29,InfinityLab LC Series User Documentation,product
G5880-64017,9060,LI,"Desktop PC English (8GB, 1x500)",product
8121-1809,9070,LI,"Power Cord, Brazil, C13, 250V Max",product
R26J091,10010,74,CrossLab Qualification OQ,product
UP_FRONT_SERVICE_H,3070,74,Up Front Support Services for Hardware,product
SYS-LC-1260II,10000,74,LC 1260 Infinity II System,product
H1141H,3080,74,Installation (44K),product
9301-6524,1060,29,"Solvent bottle clear, 1000ml",product
9301-6526,1070,29,"Solvent bottle amber, 1000ml",product
H1142H,3090,74,Familiarization at Installation (44L),product
H1149H,3100,74,Support Funding,product
G7167-64020,2020,29,1260 Infinity II Multisampler Standard,product
H1141H,2090,74,Installation (44K),product
H1142H,2100,74,Familiarization at Installation (44L),product
H1149H,2110,74,Support Funding,product
G7116A,3000,29,1260 Infinity II Multicolumn Thermostat,product
H1142H,9100,74,Familiarization at Installation (44L),product
G7111-90300,1120,29,Infinity II Iso- Quat- System Manual ENG,product
G7117-64020,4010,29,1260 Infinity II DAD HS,product
5023-0202,4020,29,Patch Cable Shielded 7M,product
UP_FRONT_SERVICE_H,4070,74,Up Front Support Services for Hardware,product
5023-0203,4030,29,Patch Cable Crossover Shielded 3M,product
H1141H,1150,74,Installation (44K),product
H1141H,9090,74,Installation (44K),product
UP_FRONT_SERVICE_H,2080,74,Up Front Support Services for Hardware,product
695975-902T,1080,29,"Poroshell 120 EC-C18,4.6x 100mm,2.7um,T",product
8121-1809,3060,29,"Power Cord, Brazil, C13, 250V Max",product
G7111B,1000,29,1260 Infinity II Quaternary Pump,product
8121-1809,2070,29,"Power Cord, Brazil, C13, 250V Max",product
G7111-64065,1010,29,1260 Quat Pump 600bar Inf II AIV ASW,product
G7111-68707,1020,29,1260 Infinity II Max Uptime Kit,product
5067-5760,1030,29,Solvent cabinet Infinity II,product
G7116-60051,3020,29,Quick-Connect Heat Exchanger Large ID,product
G7120-60007,1040,29,Bottle Head Assembly,product
G7120-68708,1050,29,InfinityLab System Tool kit,product
600828,1000,SR,Brilliant II SYBR Green QPCR Master Mix,product
DL200YW,44000,PT,"DAKO LINK CASS TISSUE PROCESSING, YELLO",product
DL200BE,45000,PT,"DAKO LINK CASS, TISSUE PROCESSING, BLUE",product
6910009700,1000,58,O-ring 1/32in id x 3/32in od x 1/32 in,product
H1186A,1000,74,Techniques of Modern LC,product
G1530-67950,1000,8P,HTR/Sensor for FID/TCD/NPD/SSL,product
Z062201-2,1000,PT,Rb a Cw Keratin,product
5183-2085,1000,58,"250ul pulled pntconical glas insrt,100pk",product
12198006,2000,9P,"Chem Elut-5ml, Unbuffered, 100/pk",product
M8206-64000,1020,LI,OpenLAB CDS EZChrom Ed. Upgrade,product
H1147S,1040,74,1 Year Phone Assist      (44W),product
UP_FRONT_SERVICE_S,1030,74,Up Front Support Services for Software,product
M8206AA,1000,LI,OpenLAB CDS EZChrom Edition Upgrade,product
M8301-64100,1010,LI,eFamiliarization for OpenLAB CDS SW Kit,product
5183-4477,1000,58,"Hdspc Al crmp cap,PTFE/Si sep,20mm,100PK",product
0101-0113,1000,58,Flowmeter  100ml,product
2140-0820,1000,58,Deuterium lamp w. RFID for DAD/MWD,product
G3286-80202,1000,8P,Tray w 5 Standards Positions for ASX-500,product
G2938-80022,1030,UF,Reagents DNA 12000,product
G2938-68706,1020,UF,Syringe Kit,product
G2938-90025,1040,UF,DNA 7500 and DNA 12000 Kit Quick Guide,product
5067-1522,1010,UF,DNA-25-Chips,product
5067-1508,1000,UF,DNA 12000 kit,product
G2938-90402,1050,UF,2100 MSDS Link Tech Note ENG,product
G9415A,1000,GE,IQFISH Fast Hybridization Buffer 200ul,product
5067-5598,1000,UF,Loading Tips (1pk),product
G5496-60009,1230,V1,"AssayMAP Cartridge Rack, Resin Free",product
G5496-60050,1240,V1,AssayMAP Syringe Test Kit,product
G5428-64000,1220,V1,VWorks Software kit,product
8120-1378,1250,V1,Cable Assembly-Power Cord 18AWG 2.3m-LG,product
G5559-64000,1210,V1,Protein Sample Prep Workbench SW Kit,product
G5500-90015,1200,V1,Automation Solutions General Safety Guid,product
G5412-60031,1170,V1,Pipette Tip Sampler,product
G5409-60074,1150,V1,"Light Curtain, Standard, Bravo, Asm",product
G5406-60006,1140,V1,"CAT5E, 10ft, RJ45, Ethernet, w/Ferrite",product
G5406-90001,1180,V1,Pump Module Users Guide,product
8121-2109,1160,V1,Cable-Assembly Adapter Cable 2m-LG,product
8121-1031,1260,V1,"Power Cord, US, C5,125V, 7A 498G Plug",product
UP_FRONT_SERVICE_H,1270,74,Up Front Support Services for Hardware,product
H1141H,1280,74,Installation (44K),product
G5500-90015,10020,V1,Automation Solutions General Safety Guid,product
G5550-12206,1290,V1,USB to Serial adaptor,product
G1030-64018,1300,V1,Microsoft Office Software (Retail),product
08091-001,5000,V1,20 Liter Heavy Duty Bottle and Cap,product
19477-002,6000,V1,250 uL Tips,product
G5496-60009,7000,V1,"AssayMAP Cartridge Rack, Resin Free",product
G5409-68002,8000,V1,AssayMAP Syringe Replacement Kit,product
H7864A,9000,V1,Professional Services; Prepaid,product
G5498B,10000,V1,Liquid Handling Accessories,product
G5409-68001,10010,V1,"Bravo Labware Riser, 28.4 mm",product
G5409-90007,1130,V1,Bravo Platform Safety and Install Guide,product
